Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Sally Russell,49,66,1970,9,Female,791 11th Boulevard,,Henrico,VA,23228,37.55,-77.46,$20917,$42652,133935.0,729,6,42652.0,20917.0,1487,90235.0,6,100.0,18923,847944.6299999999,44.81026422871637,62.113239543861646,1246.13,5
Kinsley Kelley,43,65,1977,1,Female,7512 South Boulevard,,Appleton,WI,54913,44.26,-88.39,$36825,$75080,35268.0,747,3,75080.0,36825.0,1488,52702.0,3,66.91966149292247,24933,980203.83,39.31351341595476,67.0083085528466,1287.44,4
Isla Ward,56,69,1963,10,Female,7532 Park Boulevard,962.0,Kuna,ID,83634,43.43,-116.32,$19198,$39146,72957.0,766,3,39146.0,19198.0,1489,43100.0,3,100.0,6027,301789.25,50.07288037166086,85.05578813229681,969.37,3
Maliyah Morales,75,65,1944,12,Female,402 Birch Boulevard,,Tacoma,WA,98404,47.2,-122.4,$16941,$11410,0.0,812,7,11410.0,16941.0,1490,56966.0,7,0.0,31796,796624.0299999999,25.05422160020128,65.87731960141888,1193.18,4
Malachi Perez,61,65,1958,11,Male,186 Forest Avenue,11.0,Sterling Heights,MI,48313,42.58,-83.03,$22974,$46843,66529.0,736,2,46843.0,22974.0,1491,27901.0,2,100.0,22148,835044.6699999999,37.70293796279574,69.25894345646186,1429.38,2
Lily Anwar,23,70,1996,7,Female,473 El Camino Street,8.0,Torrance,CA,90504,33.86,-118.33,$25900,$52815,77064.0,658,2,52815.0,25900.0,1492,27585.0,2,100.0,85,1683.9800000000002,19.81152941176471,33.94786159793669,141.03,2
Jazlynn James,18,71,2002,1,Female,197 George Drive,,Douglas,GA,31535,31.5,-82.85,$15701,$32014,61420.0,728,3,32014.0,15701.0,1493,51336.0,3,100.0,370,12660.66,34.217999999999996,39.913266463467814,279.23,4
Savanna Perez,44,71,1975,7,Female,6624 Valley Street,,Saint Simons Island,GA,31522,31.21,-81.37,$26808,$54659,73363.0,628,1,54659.0,26808.0,1494,9272.0,1,100.0,11279,658117.26,58.34890149835979,90.48688531915009,1524.29,1
Khalid Allen,44,66,1975,7,Male,6882 Forest Drive,,Laurel Hill,NC,28351,34.8,-79.54,$13683,$27896,42046.0,710,3,27896.0,13683.0,1495,10477.0,3,100.0,11429,268779.41,23.51731647563216,61.06076563576587,767.32,1
Dario Collins,51,68,1969,1,Male,599 East Lane,,Coventry,RI,2816,41.68,-71.66,$25111,$51196,26617.0,681,3,51196.0,25111.0,1496,29744.0,3,89.48695535233998,15069,872206.69,57.880860707412566,101.79720609834895,1586.8,3
Caylee Edwards,52,67,1967,5,Female,903 Hill Boulevard,,Crown Point,IN,46307,41.42,-87.35,$26168,$53350,128676.0,685,5,53350.0,26168.0,1497,78064.0,5,100.0,38115,2103098.84,55.17772110717565,67.45993551967652,1291.01,5
Alannah Farhad,44,65,1976,2,Female,4121 Mountain View Boulevard,4.0,West Harrison,NY,10604,41.05,-73.74,$45812,$93406,151935.0,801,3,93406.0,45812.0,1498,72342.0,3,100.0,13255,833623.9700000001,62.89128404375708,114.37330263670617,1985.79,5
Raphael Wilson,66,69,1953,9,Male,900 Catherine Street,,San Diego,CA,92129,32.96,-117.12,$36323,$74059,144396.0,744,4,74059.0,36323.0,1499,111623.0,4,100.0,16017,683562.62,42.677319098457886,77.4541150670383,1272.66,5
Case Edwards,21,70,1998,3,Male,1848 Mountain View Avenue,,Powder Springs,GA,30127,33.86,-84.68,$25025,$51028,105239.0,660,2,51028.0,25025.0,1500,29700.0,2,100.0,139,3235.59,23.277625899280576,62.307046803824726,447.69,3
Azariah Hall,21,69,1998,5,Female,537 Fourth Lane,5.0,Amanda,OH,43102,39.65,-82.74,$19000,$38739,0.0,689,3,38739.0,19000.0,1501,202.0,3,0.0,2001,49250.11,24.612748625687157,26.244572060903362,99.0,1
Adilynn Ryan,41,60,1978,7,Female,533 Sussex Drive,3.0,Hannibal,NY,13074,43.31,-76.57,$17013,$34690,48954.0,683,4,34690.0,17013.0,1502,47510.0,4,100.0,17180,446616.82999999996,25.996323050058205,86.0612203735139,2101.58,4
Stanley Baker,37,63,1982,8,Male,5608 Hillside Avenue,,Holly Springs,MS,38635,34.77,-89.44,$14367,$29297,36303.0,825,4,29297.0,14367.0,1503,7519.0,4,100.0,4124,110008.65,26.675230358874877,59.42263777824109,827.61,1
Timothy Miller,82,64,1937,10,Male,635 Sussex Drive,,West Plains,MO,65775,36.74,-91.86,$14191,$33356,938.0,566,4,33356.0,14191.0,1504,25098.0,4,3.7373495896087334,10171,285823.85,28.101843476550975,65.85798505743155,1416.42,2
Alvaro Mitchell,31,68,1988,8,Male,168 Sussex Boulevard,,Honeoye Falls,NY,14472,42.95,-77.59,$32973,$67230,45269.0,685,2,67230.0,32973.0,1505,37441.0,2,100.0,8666,413334.39999999997,47.69609969997692,90.82179751166908,1473.62,3
Genesis Fisher,65,64,1954,6,Female,5814 Lincoln Lane,,Medford,NY,11763,40.82,-72.98,$27376,$64829,15537.0,664,3,64829.0,27376.0,1506,43667.0,3,35.58064442256166,11129,849254.04,76.31000449276665,135.80713283896313,1362.05,4
Landry Ward,29,66,1990,11,Female,5493 Catherine Drive,,Marietta,GA,30062,33.95,-84.54,$33093,$67473,140270.0,780,1,67473.0,33093.0,1507,22353.0,1,100.0,80,4715.59,58.944875,57.54374097140692,185.0,2
Enoch Green,61,66,1959,1,Male,201 Grant Drive,,State College,PA,16801,40.79,-77.85,$25031,$51039,0.0,704,5,51039.0,25031.0,1508,65975.0,5,0.0,12713,629282.4,49.4991268779989,96.32423494725603,1646.38,5
Jason Campbell,25,67,1994,8,Male,2484 Essex Avenue,,North Haven,CT,6473,41.38,-72.85,$29231,$59599,79126.0,717,5,59599.0,29231.0,1509,46379.0,5,100.0,123,2224.2,18.082926829268292,37.606664989018526,186.0,4
David Wright,56,59,1963,5,Male,593 Valley Stream Drive,,Perkins,OK,74059,35.97,-97.02,$17394,$35468,53185.0,490,2,35468.0,17394.0,1510,26982.0,2,100.0,15634,658844.8200000001,42.14179480619164,78.76240829723406,1232.63,2
Makai Gomez,33,67,1986,12,Male,12 12th Avenue,6.0,Kenosha,WI,53144,42.58,-87.85,$23060,$47023,0.0,765,2,47023.0,23060.0,1511,20579.0,2,0.0,14297,508966.26,35.59951458347905,63.25113139190889,1070.71,2
Alessia Jenkins,80,66,1939,12,Female,6328 Forest Street,,Houston,TX,77073,29.76,-95.38,$18528,$22326,1620.0,564,4,22326.0,18528.0,1512,56619.0,4,2.8612303290414878,15708,641069.71,40.81166984975808,80.92646432979487,1439.57,4
Isla Farhad,22,67,1997,7,Female,919 First Street,,Chana,IL,61015,41.99,-89.2,$20147,$41080,106545.0,793,1,41080.0,20147.0,1513,10600.0,1,100.0,83,4272.46,51.47542168674699,57.24791592568439,207.63,1
Alistair Lonsdale,56,66,1963,9,Male,3982 Ocean View Street,,High Point,NC,27265,35.98,-79.99,$24005,$48944,79960.0,813,7,48944.0,24005.0,1514,150662.0,7,53.07244029682335,11436,665930.8400000001,58.23109828611403,113.8497356006059,1639.74,5
Kingsley Abe,44,65,1975,7,Male,591 South Avenue,,Lawrence,KS,66049,38.96,-95.25,$27149,$55351,152645.0,703,6,55351.0,27149.0,1515,93117.0,6,100.0,20136,785363.1799999999,39.00293901470004,71.42641087847538,1195.19,5
Damon Martin,18,68,2001,12,Male,6294 Essex Drive,,Saint George,UT,84770,37.18,-113.6,$14470,$29497,66044.0,722,3,29497.0,14470.0,1516,32650.0,3,100.0,199,3688.5199999999995,18.535276381909544,68.45857173516762,403.0,3
Baylee Martin,25,64,1995,2,Female,940 Plum Boulevard,27.0,Tampa,FL,33647,27.95,-82.48,$34122,$69572,137845.0,753,2,69572.0,34122.0,1517,37578.0,2,100.0,79,2847.01,36.03810126582279,69.35294897722696,441.0,3
Brody Ryan,37,59,1983,1,Male,6680 River Avenue,4.0,Las Vegas,NV,89118,36.07,-115.21,$23889,$48710,59824.0,792,3,48710.0,23889.0,1518,38117.0,3,100.0,16495,1133548.76,68.72074931797515,90.15908382231824,1918.69,3
Milo Thompson,32,66,1987,6,Male,6106 Norfolk Boulevard,,New Orleans,LA,70119,30.06,-89.93,$17536,$35755,61748.0,708,4,35755.0,17536.0,1519,37611.0,4,100.0,7423,375196.01,50.54506399030042,105.90935554197657,1155.09,3
Johanna Williams,67,69,1952,8,Female,198 Lincoln Street,,Norwalk,CT,6854,41.09,-73.42,$30736,$62669,70317.0,760,5,62669.0,30736.0,1520,88348.0,5,79.59093584461448,29353,1656315.3299999998,56.42746329165672,95.87425112989486,1605.51,5
Alessandro Bell,39,69,1980,5,Male,164 Ocean View Street,,Northwood,IA,50459,43.44,-93.21,$16087,$32801,44496.0,701,2,32801.0,16087.0,1521,9169.0,2,100.0,9402,234183.21,24.907807913209954,38.45135260671333,746.12,1
Brylee King,50,66,1970,2,Female,4492 Grant Drive,,Conover,NC,28613,35.7,-81.21,$18444,$37617,57746.0,695,3,37617.0,18444.0,1522,53433.0,3,100.0,11097,341519.60000000003,30.775849328647386,70.82878909610929,1276.13,4
Cannon Masvidal,33,72,1986,7,Male,699 Third Avenue,2.0,Henderson,TX,75652,32.15,-94.79,$17898,$36496,119670.0,759,1,36496.0,17898.0,1523,6957.0,1,100.0,5775,314670.48000000004,54.488394805194815,115.00817551050237,1654.74,1
Jordan Fu,77,67,1942,8,Male,8407 Forest Drive,14.0,Oswego,NY,13126,43.45,-76.5,$20447,$47993,3080.0,827,5,47993.0,20447.0,1524,105018.0,5,2.9328305623797823,13789,608621.55,44.13819348756255,79.85526004773904,1596.06,5
Cecelia Kelly,71,66,1948,8,Female,5023 11th Avenue,,Saint George,UT,84790,37.06,-113.57,$15881,$23350,19515.0,679,2,23350.0,15881.0,1525,15552.0,2,100.0,13157,674901.73,51.296019609333435,68.50941282973832,994.84,2
Danielle Stewart,52,65,1967,7,Female,4092 El Camino Lane,,Oklahoma City,OK,73114,35.46,-97.51,$14465,$29496,49681.0,704,5,29496.0,14465.0,1526,38600.0,5,100.0,15604,448838.31,28.76431107408357,64.5779650982444,1180.08,3
Kaylie Lonsdale,59,66,1960,10,Female,102 Burns Boulevard,,Easton,PA,18042,40.68,-75.22,$21005,$42825,105122.0,850,5,42825.0,21005.0,1527,92064.0,5,100.0,14113,614540.75,43.54430312477857,67.42749164149117,811.73,5
Alanna Ross,47,64,1972,8,Female,467 Birch Avenue,,Sodus,NY,14551,43.23,-77.06,$16703,$34057,59247.0,655,4,34057.0,16703.0,1528,27837.0,4,100.0,21290,1313278.84,61.68524377642086,76.84599136235639,1558.42,2
Belen Fu,42,73,1977,8,Female,152 El Camino Boulevard,,Hitchcock,TX,77563,29.31,-95.01,$21178,$43181,57199.0,710,3,43181.0,21178.0,1529,42654.0,3,100.0,16305,477577.5,29.2902483900644,60.71037957159652,1097.99,3
Tommy Fu,32,66,1987,8,Male,4063 Burns Boulevard,,Florham Park,NJ,7932,40.77,-74.39,$47698,$97248,197100.0,775,5,97248.0,47698.0,1530,202544.0,5,97.31218895647366,14749,894617.8500000001,60.6561699098244,125.29376247108027,3311.51,5
Lukas Cox,43,64,1976,11,Male,582 Essex Street,,Sullivan,MO,63080,38.21,-91.16,$17101,$34869,53381.0,699,2,34869.0,17101.0,1531,13785.0,2,100.0,10863,701818.26,64.6063021264844,84.7127066189262,956.95,1
Carlee Roman,58,62,1961,4,Female,690 Hill Lane,,Barron,WI,54812,45.4,-91.84,$15371,$31343,49537.0,741,3,31343.0,15371.0,1532,30142.0,3,100.0,34369,2014430.3699999999,58.61184119409933,65.1518388409588,1181.94,3
Anika Hall,63,62,1956,5,Female,440 North Street,,Abilene,TX,79605,32.45,-99.73,$16665,$30399,19404.0,668,4,30399.0,16665.0,1533,38250.0,4,50.72941176470588,12325,662549.88,53.75658255578093,65.07915559010485,1131.16,3
Sloane Ward,52,66,1967,9,Female,417 Hill Lane,,Lexington,KY,40509,38.04,-84.45,$28583,$58278,51539.0,689,6,58278.0,28583.0,1534,149691.0,6,34.43025966824993,24974,1316002.2399999998,52.69489228797949,76.24299013706934,1201.25,5
Steven King,62,55,1958,2,Male,506 Washington Lane,,Leitchfield,KY,42754,37.48,-86.29,$14038,$9445,14856.0,641,2,9445.0,14038.0,1535,11037.0,2,100.0,40409,602020.1699999999,14.898170457076391,58.46030559413934,621.66,1
Celeste Ward,32,66,1987,10,Female,12960 El Camino Lane,4914.0,Newark,NJ,7112,40.72,-74.17,$16691,$34034,55846.0,633,2,34034.0,16691.0,1536,12669.0,2,100.0,5409,200612.65999999997,37.08867812904418,96.74874795340082,2414.2,1
Zayne Adams,59,67,1960,8,Male,763 Essex Avenue,,Miami,FL,33156,25.77,-80.2,$53676,$109440,180865.0,737,5,109440.0,53676.0,1537,184836.0,5,97.85160899391894,22171,1721087.17,77.6278548554418,111.31682717388131,3010.22,5
Kinslee Anderson,20,61,2000,2,Female,72 Lexington Avenue,,Woodbridge,NJ,7095,40.55,-74.28,$30587,$62365,137710.0,606,1,62365.0,30587.0,1538,21147.0,1,100.0,93,4291.179999999999,46.14172043010752,81.2957914849788,385.34,2
Lilly Chen,85,67,1935,1,Female,872 Lake Avenue,2.0,Everett,PA,15537,40.01,-78.36,$15262,$38499,1493.0,746,5,38499.0,15262.0,1539,70882.0,5,2.1063175418300837,19895,512532.19000000006,25.761859261120886,69.67429566423264,1312.57,5
Sheila Martinez,21,65,1998,9,Female,3208 El Camino Street,,Plainfield,IN,46168,39.7,-86.38,$23355,$47622,87054.0,709,2,47622.0,23355.0,1540,23746.0,2,100.0,170,4968.92,29.228941176470588,46.93368701184632,249.2,2
Kassidy James,48,62,1972,1,Female,940 First Drive,,New Bloomfield,MO,65063,38.71,-92.08,$19627,$40017,75377.0,648,1,40017.0,19627.0,1541,6326.0,1,100.0,13172,521257.35,39.573136197995744,58.74109269028112,671.68,1
Thea Morales,28,71,1991,5,Female,672 Grant Lane,,Green Cove Springs,FL,32043,29.98,-81.67,$19805,$40381,63008.0,730,3,40381.0,19805.0,1542,41147.0,3,100.0,1535,59423.62,38.71245602605863,77.42030070381355,983.28,3
Lea Mitchell,63,65,1956,10,Female,881 Ocean View Street,,Chicago,IL,60657,41.83,-87.68,$0,$4,0.0,691,3,4.0,0.0,1543,2.0,3,0.0,15087,172020.11,11.401876449923774,17.82252190870212,494.0,1
Audrey Morales,32,67,1987,12,Female,7012 11th Lane,,New York,NY,10025,40.71,-73.99,$23874,$48676,110589.0,721,4,48676.0,23874.0,1544,93595.0,4,100.0,10217,454091.06,44.444656944308505,91.6586561750597,1125.25,5
Shawn Walker,62,66,1957,9,Male,6076 Bayview Boulevard,,Milwaukee,WI,53206,43.06,-87.96,$9995,$20377,12092.0,789,4,20377.0,9995.0,1545,22917.0,4,52.76432342802286,6923,293554.52,42.40279069767442,60.83220497182303,1204.52,2
Ryan Ajami,53,68,1967,2,Female,75011 Lafayette Drive,42.0,Mira Loma,CA,91752,33.99,-117.53,$19851,$40470,87086.0,691,5,40470.0,19851.0,1546,79993.0,5,100.0,18213,558772.58,30.67987591280953,56.253511707029915,1172.6,5
Kingston Peterson,52,62,1967,3,Male,544 Main Drive,,Canton,MA,2021,42.15,-71.13,$38878,$79272,107029.0,716,3,79272.0,38878.0,1547,93728.0,3,100.0,10476,724914.52,69.19764413898434,156.24565201014383,4978.45,5
Rhett Nelson,42,63,1978,1,Male,603 Rose Avenue,,Windsor,CT,6095,41.85,-72.65,$29261,$59663,89579.0,681,1,59663.0,29261.0,1548,25613.0,1,100.0,6098,320821.31,52.610906854706464,90.91528030117333,1369.18,2
Zayd Kelly,30,71,1990,2,Male,5737 Washington Boulevard,,Huntingdon Valley,PA,19006,40.13,-75.06,$34043,$69412,64273.0,699,2,69412.0,34043.0,1549,49592.0,2,100.0,9794,495057.31,50.54699918317337,79.31372363675422,962.86,4
Melany Taylor,23,55,1996,3,Female,989 Hill Avenue,,Leesburg,FL,34748,28.8,-81.88,$11204,$22844,37625.0,689,1,22844.0,11204.0,1550,3400.0,1,100.0,81,2625.9700000000003,32.419382716049384,31.52468538316995,124.76,1
Ahmed Russell,69,63,1950,4,Male,5233 Valley Stream Street,,Albuquerque,NM,87106,35.11,-106.62,$20993,$16542,36831.0,733,3,16542.0,20993.0,1551,25196.0,3,100.0,9897,310932.68,31.416861675255127,74.38906022425037,644.11,2
Peyton Richardson,23,71,1996,10,Female,515 Tenth Lane,,Carmel,CA,93923,36.46,-121.82,$29174,$59479,69645.0,688,1,59479.0,29174.0,1552,31292.0,1,100.0,4686,257736.19,55.001320956039265,88.8269385931429,896.3,3
Emerald Butler,61,64,1958,5,Female,98 Ninth Street,,Ooltewah,TN,37363,35.06,-85.09,$25814,$52633,137109.0,704,1,52633.0,25814.0,1553,25639.0,1,100.0,9471,650866.45,68.72204096716291,90.53622851840723,1097.72,2
Coraline Gonzalez,21,67,1998,4,Female,4497 Summit Boulevard,,Mount Airy,NC,27030,36.5,-80.61,$15286,$31167,29342.0,749,3,31167.0,15286.0,1554,52953.0,3,55.411402564538356,55,3103.31,56.423818181818184,55.39873567611807,217.83,4
Tori Ortiz,25,65,1994,4,Female,7111 Lexington Avenue,,Des Moines,IA,50313,41.57,-93.61,$18568,$37864,57052.0,686,1,37864.0,18568.0,1555,10200.0,1,100.0,4858,126835.67000000001,26.10861877315768,62.228229450613874,1018.72,1
Tinsley Campbell,18,61,2001,9,Female,293 South Street,,Laneville,TX,75667,31.94,-94.85,$16183,$32998,45196.0,736,1,32998.0,16183.0,1556,8653.0,1,100.0,113,3745.1600000000003,33.143008849557525,39.38113529972817,177.49,1
Susan Kelley,31,69,1988,8,Female,1415 Sixth Street,830.0,Midland,TX,79701,32.02,-102.1,$17329,$35331,55566.0,697,4,35331.0,17329.0,1557,36136.0,4,100.0,8353,302827.64999999997,36.253759128456835,64.64694202290724,892.07,3
Barrett Brooks,46,68,1974,2,Male,2292 South Street,72.0,Grenada,MS,38901,33.77,-89.81,$15568,$31739,81905.0,799,5,31739.0,15568.0,1558,48230.0,5,100.0,20028,517071.94999999995,25.817453065708005,63.84051666413676,1317.55,4
Rylie Roberts,18,65,2001,4,Female,1692 Hillside Avenue,2001.0,Gorman,TX,76454,32.21,-98.67,$12583,$25654,55761.0,746,1,25654.0,12583.0,1559,8400.0,1,100.0,90,1402.0200000000002,15.578000000000003,28.085028759900606,165.08,1
Curtis Rivera,35,66,1984,10,Male,34 Summit Drive,2.0,Chula Vista,CA,91911,32.61,-117.03,$16942,$34542,35474.0,697,4,34542.0,16942.0,1560,56060.0,4,63.278630039243666,19175,503704.17,26.268796349413297,46.15642502827597,534.91,4
Elias El-Mafouk,26,61,1993,5,Male,930 Mill Drive,,Herrin,IL,62948,37.8,-89.03,$16397,$33437,56690.0,588,1,33437.0,16397.0,1561,15927.0,1,100.0,54,3962.37,73.37722222222222,91.09260831940263,572.42,2
Andre Burns,53,69,1966,7,Male,274 Summit Street,,Dallas,TX,75227,32.79,-96.76,$13799,$28134,20231.0,707,3,28134.0,13799.0,1562,34033.0,3,59.445244321687774,18264,504334.22000000003,27.613568769163383,46.37619485858345,694.41,3
Coen Peres,54,71,1965,9,Male,9939 Mill Lane,780.0,Suwanee,GA,30024,34.05,-84.07,$35710,$72807,0.0,803,3,72807.0,35710.0,1563,34873.0,3,0.0,11866,639901.08,53.927277936962746,110.1467482437251,1517.26,3
Gracelynn Peres,62,65,1957,10,Female,24684 Ocean View Boulevard,,Gresham,OR,97080,45.47,-122.37,$22599,$46075,139335.0,741,3,46075.0,22599.0,1564,54173.0,3,100.0,10832,245606.91,22.674197747415068,55.31361038594417,899.75,4
Olivia Brooks,35,69,1984,6,Female,4395 Bayview Lane,,Spokane,WA,99216,47.69,-117.19,$17760,$36213,48364.0,637,1,36213.0,17760.0,1565,51.0,1,100.0,4332,64352.95,14.855251615881809,23.15863705661204,212.49,1
Melody Hill,62,66,1957,7,Female,4823 Lincoln Drive,4.0,Denver,CO,80221,39.76,-104.87,$16459,$33556,10619.0,799,4,33556.0,16459.0,1566,62534.0,4,16.98116224773723,8124,289519.96,35.63761201378632,89.53693287124752,1384.92,4
Leonardo Howard,54,61,1965,7,Male,456 Sixth Boulevard,,Austin,TX,78705,30.26,-97.74,$23287,$47482,59590.0,726,5,47482.0,23287.0,1567,79327.0,5,75.11944230841958,21749,748573.91,34.41877373672353,70.76405856231372,2124.08,5
Joshua Diaz,52,60,1967,8,Male,3740 Ocean Lane,,Elyria,OH,44035,41.37,-82.1,$18110,$36927,54145.0,554,1,36927.0,18110.0,1568,3100.0,1,100.0,783,41118.06,52.51348659003831,60.36930106086013,936.77,1
Lillie Peres,18,65,2002,1,Female,24 Lafayette Street,,Valdosta,GA,31605,30.84,-83.27,$19681,$40131,48468.0,721,1,40131.0,19681.0,1569,8700.0,1,100.0,155,8478.060000000001,54.69716129032259,45.48493810617282,251.06,1
Liliana Thomas,52,69,1967,10,Female,549 Tenth Avenue,,Chicago,IL,60620,41.83,-87.68,$14963,$30509,56953.0,641,2,30509.0,14963.0,1570,13600.0,2,100.0,12585,486432.4,38.65176003178387,71.16135324753378,1230.67,1
Selah Morales,87,69,1932,11,Female,983 George Boulevard,,Oceanside,CA,92057,33.27,-117.28,$22270,$33279,1642.0,778,6,33279.0,22270.0,1571,82139.0,6,1.9990503901922352,26142,829547.3,31.73235789151557,61.725253117150004,2036.2,5
Kamari Hughes,61,67,1958,3,Male,5363 Tenth Lane,,Charlotte,TN,37036,36.18,-87.34,$17261,$35196,51751.0,684,4,35196.0,17261.0,1572,38621.0,4,100.0,25897,1189053.23,45.914709425802215,57.143593995070475,1166.72,3
Samara Murphy,52,65,1967,10,Female,445 West Boulevard,1.0,Jersey City,NJ,7306,40.71,-74.06,$21642,$44128,148684.0,739,3,44128.0,21642.0,1573,61804.0,3,100.0,11240,238038.88999999998,21.1778371886121,55.206387156036996,794.56,4
Rebekah Davis,20,70,1999,8,Female,885 Bayview Lane,,Fargo,ND,58103,46.87,-96.81,$22214,$45292,88917.0,660,4,45292.0,22214.0,1574,41180.0,4,100.0,220,13430.3,61.04681818181818,41.99839379898016,207.49,3
Lennon Martin,42,66,1977,9,Male,763 Lexington Avenue,,College Park,MD,20740,38.99,-76.93,$26224,$53464,20683.0,751,4,53464.0,26224.0,1575,52408.0,4,39.465348801709666,35148,1523640.57,43.34928217821783,64.46621265487569,1243.15,4
Wynter Nguyen,40,65,1979,10,Female,464 Lake Drive,,Corona,NY,11368,40.74,-73.85,$13177,$26865,19529.0,826,5,26865.0,13177.0,1576,32104.0,5,60.830426115125846,15541,378537.21,24.35732642687086,48.417071088700226,905.26,3
Kiana Edwards,18,69,2002,2,Female,2668 Lafayette Avenue,,Cape Canaveral,FL,32920,28.4,-80.6,$20392,$41579,50190.0,694,2,41579.0,20392.0,1577,33099.0,2,100.0,157,4451.139999999999,28.3512101910828,49.30370963614965,310.27,3
Jana Watson,46,70,1973,8,Female,9503 South Street,,Big Bear Lake,CA,92315,34.23,-116.86,$15515,$31632,76538.0,832,3,31632.0,15515.0,1578,22449.0,3,100.0,10840,402488.02,37.12989114391144,64.35974624200296,1281.2,2
Paisleigh Merkel,30,67,1989,7,Female,594 Mountain View Street,,Bismarck,ND,58504,46.8,-100.76,$23679,$48277,110153.0,740,4,48277.0,23679.0,1579,51327.0,4,100.0,5837,244984.01,41.970877162926165,89.71414630709921,1204.56,4
Justin Evans,19,62,2000,10,Male,122 11th Drive,,Effingham,SC,29541,34.05,-79.75,$16393,$33426,51699.0,664,4,33426.0,16393.0,1580,41095.0,4,100.0,97,5026.139999999999,51.81587628865979,54.44937489350979,212.85,3
Zaniyah Abe,73,68,1946,3,Female,3802 Maple Street,,Cleveland,OH,44104,41.47,-81.67,$9389,$13089,10928.0,772,4,13089.0,9389.0,1581,15857.0,4,68.91593617960523,13548,257393.30000000002,18.998619722468263,51.85837562916469,1454.68,2
Alfred Abe,24,65,1995,6,Male,7675 Main Boulevard,2.0,Allendale,SC,29810,33.0,-81.3,$11384,$23212,25138.0,799,3,23212.0,11384.0,1582,29500.0,3,85.21355932203389,4507,142012.83000000002,31.509392056800536,45.87944489126916,733.47,3
Brian Brown,18,63,2002,1,Male,7193 George Boulevard,,Canoga Park,CA,91304,34.22,-118.59,$24074,$49084,106863.0,577,3,49084.0,24074.0,1583,32696.0,3,100.0,121,7097.280000000001,58.65520661157025,95.86484743490517,625.89,3
Laura Green,63,68,1956,11,Female,412 Spruce Boulevard,,Albany,NY,12206,42.66,-73.79,$15490,$31582,23359.0,693,4,31582.0,15490.0,1584,36733.0,4,63.59132115536439,12057,461211.04999999993,38.25255453263664,71.73206616331886,1059.37,3
Jayceon Foster,74,66,1945,5,Male,960 Mill Lane,754.0,Rush,NY,14543,42.98,-77.67,$26072,$54013,3628.0,779,8,54013.0,26072.0,1585,227284.0,8,1.5962408264550076,19869,1251864.3199999998,63.00590467562534,73.17776916632002,888.16,5
Callum Ajami,41,64,1978,12,Male,3536 Burns Street,,Texarkana,TX,75501,33.44,-94.07,$15884,$32387,65171.0,765,1,32387.0,15884.0,1586,9752.0,1,100.0,7930,303156.42000000004,38.22905674653216,87.39761124650096,1150.35,1
Lilyana Green,61,65,1959,2,Female,576 Jefferson Boulevard,,De Land,IL,61839,40.12,-88.64,$16978,$34619,13326.0,747,5,34619.0,16978.0,1587,70016.0,5,19.032792504570384,11055,318142.6,28.77816372682044,74.44128990247933,834.85,5
Armani Edwards,52,67,1968,2,Male,142 First Drive,,Dallas,TX,75227,32.79,-96.76,$13799,$28137,88482.0,797,6,28137.0,13799.0,1588,36742.0,6,100.0,14450,356647.15,24.681463667820072,60.211748488345414,986.5,3
Liv Evans,56,68,1963,11,Female,5814 Ocean Street,60.0,Fall River Mills,CA,96028,41.01,-121.47,$13723,$27981,62926.0,717,3,27981.0,13723.0,1589,24404.0,3,100.0,20956,365156.79,17.424927944264173,48.00215294657873,792.42,2
Amani Roman,65,66,1954,3,Female,6303 South Boulevard,,Patterson,LA,70392,29.69,-91.3,$19237,$39221,45409.0,786,4,39221.0,19237.0,1590,38274.0,4,100.0,18788,707413.79,37.65242654886098,67.25454874761046,1184.81,3
Kenzie Kelley,25,70,1994,8,Female,166 Littlewood Lane,,Los Angeles,CA,90036,34.06,-118.35,$40761,$83104,222502.0,714,5,83104.0,40761.0,1591,161806.0,5,100.0,6503,650890.82,100.0908534522528,209.98198069362462,1978.72,5
Johan Xi,59,65,1960,9,Male,948 Federal Drive,,Simpsonville,SC,29680,34.73,-82.25,$23966,$48867,92873.0,644,2,48867.0,23966.0,1592,47171.0,2,100.0,5167,282769.35,54.72602090187729,96.04566778753119,1279.6,4
Londyn Rodriguez,49,61,1970,4,Female,824 West Drive,5.0,Pascoag,RI,2859,41.95,-71.7,$24260,$49464,123198.0,705,6,49464.0,24260.0,1593,85380.0,6,100.0,29236,1789678.04,61.21487344369955,101.53726905022806,1977.82,5
Milena Reed,37,73,1982,11,Female,4830 Ocean Drive,,Parrish,AL,35580,33.73,-87.28,$17716,$36122,51593.0,641,2,36122.0,17716.0,1594,18697.0,2,100.0,25324,654628.8899999999,25.850137813931443,55.12423249331799,2930.44,2
Brenden Brown,20,74,1999,9,Male,2539 Hill Street,7.0,West Warwick,RI,2893,41.69,-71.51,$22701,$46284,46220.0,850,1,46284.0,22701.0,1595,86.0,1,100.0,123,1749.8700000000001,14.22658536585366,21.391356085333673,89.0,1
